,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
导师,7.0,30.0,34.0,5.0,260.0,53.0,4.0,9.0,21.0,23.0
高等院校,0.0,7.0,0.0,7.0,155.0,0.0,23.0,0.0,0.0,2.0
高质量,9.0,24.0,0.0,8.0,185.0,30.0,27.0,6.0,32.0,15.0
艺术类,0.0,1.0,2.0,0.0,192.0,1.0,0.0,0.0,0.0,11.0
低龄,2.0,0.0,0.0,1.0,150.0,0.0,0.0,0.0,1.0,5.0
博士学位,2.0,1.0,7.0,0.0,167.0,14.0,10.0,0.0,3.0,3.0
课外活动,0.0,1.0,4.0,0.0,116.0,0.0,2.0,0.0,1.0,1.0
学士,0.0,0.0,3.0,0.0,143.0,1.0,1.0,0.0,3.0,1.0
博士生,2.0,17.0,23.0,1.0,185.0,33.0,4.0,0.0,1.0,6.0
配偶,23.0,51.0,14.0,0.0,235.0,33.0,75.0,0.0,7.0,1.0
加币,2.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
声誉,66.0,21.0,5.0,4.0,175.0,12.0,13.0,6.0,11.0,24.0
澳币,5.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
职位,42.0,40.0,38.0,7.0,238.0,12.0,164.0,12.0,50.0,19.0
工薪,3.0,14.0,1.0,0.0,126.0,0.0,3.0,0.0,0.0,0.0
高一,5.0,10.0,38.0,0.0,149.0,1.0,7.0,1.0,5.0,7.0
薪水,17.0,3.0,19.0,10.0,251.0,4.0,8.0,82.0,35.0,8.0
习惯,61.0,98.0,77.0,42.0,336.0,83.0,35.0,71.0,48.0,127.0
法案,10.0,7.0,2.0,1.0,211.0,23.0,112.0,4.0,18.0,1.0
清单,13.0,27.0,46.0,22.0,282.0,7.0,19.0,2.0,15.0,1.0
私校,0.0,0.0,0.0,0.0,113.0,0.0,1.0,0.0,0.0,0.0
体制,57.0,133.0,11.0,4.0,287.0,13.0,400.0,28.0,15.0,31.0
竞争力,101.0,196.0,5.0,23.0,248.0,21.0,96.0,79.0,15.0,31.0
福利,44.0,114.0,53.0,3.0,238.0,31.0,67.0,2.0,27.0,7.0
母语,0.0,1.0,0.0,0.0,94.0,0.0,1.0,1.0,1.0,3.0
机票,36.0,10.0,22.0,2.0,178.0,8.0,13.0,18.0,9.0,17.0
假期,48.0,58.0,36.0,39.0,265.0,20.0,39.0,33.0,40.0,131.0
艺术,1097.0,329.0,84.0,488.0,729.0,146.0,59.0,10.0,122.0,869.0
题目,6.0,87.0,25.0,0.0,240.0,31.0,24.0,0.0,38.0,20.0
难度,149.0,205.0,76.0,13.0,398.0,99.0,109.0,112.0,339.0,179.0
科学,35.0,127.0,39.0,33.0,514.0,1553.0,688.0,6.0,56.0,72.0
课外,0.0,1.0,4.0,1.0,92.0,0.0,2.0,0.0,0.0,0.0
听力,1.0,1.0,10.0,0.0,139.0,42.0,1.0,2.0,1.0,7.0
科研,2.0,17.0,12.0,0.0,209.0,178.0,46.0,1.0,1.0,4.0
异国,2.0,1.0,3.0,16.0,110.0,4.0,1.0,0.0,6.0,14.0
工科,0.0,0.0,0.0,0.0,87.0,1.0,0.0,1.0,0.0,1.0
本土,52.0,84.0,4.0,80.0,291.0,49.0,34.0,89.0,51.0,220.0
证明,108.0,85.0,83.0,7.0,216.0,30.0,34.0,22.0,3.0,13.0
满分,0.0,1.0,1.0,21.0,129.0,4.0,1.0,15.0,23.0,33.0
小班,0.0,0.0,3.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
单词,0.0,3.0,10.0,1.0,142.0,71.0,1.0,13.0,41.0,2.0
经费,16.0,30.0,19.0,1.0,258.0,92.0,313.0,15.0,14.0,34.0
公派,0.0,0.0,0.0,0.0,116.0,0.0,3.0,0.0,0.0,0.0
全职,5.0,1.0,4.0,6.0,102.0,4.0,3.0,2.0,6.0,9.0
文章,116.0,170.0,93.0,44.0,434.0,330.0,160.0,76.0,134.0,260.0
高分,0.0,0.0,4.0,4.0,135.0,6.0,1.0,60.0,34.0,21.0
全世界,68.0,155.0,17.0,61.0,308.0,236.0,52.0,48.0,152.0,188.0
生活费用,1.0,1.0,1.0,0.0,82.0,0.0,1.0,0.0,0.0,0.0
待遇,44.0,53.0,77.0,7.0,222.0,15.0,124.0,54.0,36.0,48.0
志愿,0.0,5.0,12.0,1.0,121.0,7.0,15.0,0.0,16.0,9.0
班级,0.0,37.0,58.0,1.0,119.0,1.0,6.0,0.0,0.0,3.0
观念,60.0,144.0,45.0,53.0,247.0,35.0,58.0,9.0,20.0,89.0
特长,1.0,4.0,9.0,3.0,117.0,3.0,0.0,6.0,14.0,23.0
面试官,0.0,0.0,3.0,0.0,96.0,0.0,0.0,1.0,0.0,2.0
医疗保险,4.0,18.0,10.0,0.0,160.0,2.0,89.0,0.0,0.0,0.0
人文,13.0,177.0,9.0,19.0,199.0,22.0,113.0,0.0,21.0,65.0
学员,14.0,23.0,26.0,7.0,206.0,9.0,33.0,1.0,9.0,25.0
中位,2.0,1.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0
申请表,50.0,14.0,12.0,2.0,117.0,0.0,3.0,0.0,1.0,0.0
教材,3.0,6.0,14.0,12.0,145.0,8.0,8.0,5.0,8.0,12.0
日期,74.0,106.0,75.0,19.0,434.0,77.0,103.0,70.0,380.0,197.0
花费,31.0,6.0,7.0,5.0,129.0,13.0,2.0,2.0,13.0,16.0
起薪,1.0,0.0,2.0,0.0,88.0,0.0,2.0,0.0,0.0,0.0
获得者,3.0,8.0,9.0,7.0,122.0,39.0,3.0,4.0,25.0,20.0
程序,176.0,371.0,162.0,4.0,369.0,180.0,466.0,12.0,125.0,44.0
想法,62.0,282.0,188.0,52.0,407.0,296.0,51.0,168.0,192.0,422.0
全家,11.0,22.0,124.0,31.0,195.0,11.0,32.0,10.0,8.0,79.0
年轻人,51.0,167.0,175.0,150.0,436.0,80.0,35.0,202.0,42.0,465.0
经济学,22.0,67.0,9.0,2.0,156.0,16.0,6.0,3.0,2.0,1.0
课业,0.0,0.0,4.0,0.0,69.0,0.0,3.0,0.0,0.0,0.0
祖国,6.0,65.0,16.0,2.0,204.0,28.0,172.0,5.0,19.0,38.0
一年级,4.0,5.0,41.0,1.0,113.0,1.0,3.0,53.0,4.0,4.0
参赞,1.0,2.0,0.0,0.0,89.0,1.0,8.0,0.0,0.0,3.0
二本,1.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,12.0,0.0
作业,4.0,20.0,71.0,0.0,195.0,42.0,53.0,1.0,4.0,23.0
毕业证,0.0,0.0,10.0,0.0,77.0,0.0,2.0,0.0,0.0,0.0
文件,256.0,371.0,100.0,3.0,485.0,426.0,565.0,11.0,95.0,36.0
基础教育,0.0,6.0,1.0,0.0,83.0,4.0,22.0,0.0,0.0,1.0
误区,22.0,26.0,2.0,14.0,146.0,5.0,3.0,2.0,4.0,15.0
爱好,22.0,14.0,26.0,15.0,134.0,21.0,4.0,2.0,30.0,21.0
该校,0.0,0.0,19.0,0.0,102.0,5.0,4.0,2.0,0.0,0.0
分数线,0.0,1.0,17.0,0.0,86.0,0.0,6.0,0.0,2.0,1.0
全日制,0.0,2.0,5.0,0.0,89.0,1.0,28.0,0.0,0.0,0.0
社交,6.0,47.0,19.0,43.0,158.0,41.0,3.0,4.0,133.0,9.0
简介,11.0,23.0,5.0,14.0,147.0,10.0,7.0,2.0,60.0,45.0
义工,0.0,1.0,13.0,1.0,100.0,2.0,2.0,3.0,2.0,8.0
大部分,159.0,267.0,67.0,45.0,317.0,167.0,66.0,96.0,98.0,123.0
中小学,6.0,23.0,11.0,0.0,138.0,3.0,101.0,0.0,0.0,3.0
技巧,25.0,25.0,34.0,122.0,244.0,56.0,12.0,100.0,175.0,84.0
氛围,34.0,220.0,17.0,91.0,224.0,14.0,44.0,30.0,96.0,155.0
捷径,7.0,8.0,3.0,6.0,98.0,7.0,0.0,7.0,12.0,6.0
方法,454.0,277.0,248.0,208.0,513.0,919.0,191.0,94.0,324.0,247.0
住宿费,0.0,0.0,18.0,0.0,75.0,0.0,4.0,0.0,0.0,0.0
人际,1.0,10.0,10.0,7.0,99.0,8.0,4.0,1.0,13.0,8.0
作文,1.0,1.0,38.0,0.0,204.0,1.0,8.0,0.0,3.0,13.0
特色,93.0,330.0,30.0,248.0,404.0,80.0,436.0,13.0,464.0,265.0
学时,0.0,2.0,3.0,0.0,70.0,2.0,2.0,0.0,0.0,1.0
事业,52.0,157.0,77.0,97.0,355.0,58.0,581.0,25.0,100.0,390.0
中外,23.0,20.0,3.0,17.0,297.0,3.0,29.0,2.0,1.0,43.0
考点,0.0,10.0,2.0,0.0,89.0,0.0,7.0,0.0,0.0,0.0
名单,118.0,162.0,46.0,45.0,449.0,97.0,256.0,334.0,300.0,349.0
试题,2.0,0.0,14.0,0.0,107.0,1.0,7.0,0.0,4.0,0.0
理工科,0.0,0.0,2.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0
负担,38.0,133.0,65.0,19.0,190.0,17.0,125.0,29.0,13.0,22.0
语法,0.0,0.0,3.0,0.0,85.0,5.0,0.0,0.0,2.0,0.0
建议,56.0,149.0,39.0,25.0,240.0,49.0,140.0,52.0,79.0,57.0
族裔,0.0,0.0,0.0,0.0,93.0,1.0,5.0,0.0,0.0,0.0
全奖,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0
障碍,53.0,88.0,51.0,6.0,199.0,103.0,56.0,38.0,66.0,67.0
高层次,1.0,41.0,2.0,0.0,97.0,3.0,55.0,0.0,0.0,1.0
功课,13.0,10.0,27.0,21.0,117.0,3.0,0.0,8.0,8.0,52.0
餐厅,33.0,87.0,152.0,32.0,185.0,35.0,21.0,10.0,5.0,131.0
学籍,0.0,0.0,16.0,0.0,101.0,1.0,7.0,0.0,0.0,0.0
offer,0.0,0.0,0.0,1.0,68.0,0.0,0.0,2.0,0.0,0.0
总分,0.0,1.0,4.0,0.0,91.0,4.0,3.0,8.0,16.0,3.0
综合性,12.0,68.0,6.0,6.0,132.0,6.0,46.0,0.0,9.0,3.0
分校,1.0,19.0,1.0,0.0,97.0,3.0,3.0,0.0,0.0,0.0
大四,3.0,0.0,60.0,1.0,89.0,0.0,1.0,13.0,0.0,1.0
总统,80.0,19.0,6.0,49.0,464.0,173.0,984.0,69.0,54.0,41.0
毕业典礼,0.0,0.0,2.0,0.0,79.0,0.0,1.0,0.0,0.0,3.0
师生,13.0,5.0,64.0,16.0,111.0,13.0,45.0,1.0,0.0,28.0
文书,9.0,5.0,27.0,0.0,143.0,2.0,61.0,2.0,0.0,1.0
笔试,1.0,0.0,6.0,0.0,87.0,0.0,14.0,0.0,0.0,0.0
考场,0.0,10.0,43.0,0.0,115.0,0.0,14.0,0.0,5.0,20.0
考题,0.0,2.0,8.0,0.0,88.0,0.0,1.0,1.0,1.0,0.0
助学金,0.0,0.0,2.0,0.0,70.0,0.0,8.0,0.0,0.0,0.0
展团,0.0,0.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0
差别,120.0,108.0,16.0,24.0,192.0,70.0,23.0,24.0,56.0,78.0
双语,1.0,6.0,2.0,0.0,68.0,0.0,3.0,0.0,4.0,6.0
韩语,0.0,0.0,2.0,0.0,79.0,0.0,0.0,0.0,1.0,9.0
游学,1.0,0.0,0.0,2.0,118.0,0.0,0.0,0.0,1.0,1.0
高薪,30.0,5.0,10.0,0.0,103.0,3.0,3.0,26.0,4.0,2.0
厨师,1.0,1.0,64.0,0.0,102.0,9.0,2.0,0.0,2.0,39.0
频道,28.0,62.0,51.0,21.0,210.0,94.0,49.0,11.0,221.0,181.0
开销,8.0,11.0,21.0,3.0,102.0,5.0,3.0,3.0,13.0,6.0
毕业证书,0.0,0.0,5.0,0.0,58.0,0.0,5.0,5.0,0.0,0.0
视野,50.0,60.0,19.0,30.0,174.0,83.0,15.0,41.0,96.0,53.0
社会活动,0.0,0.0,1.0,1.0,67.0,3.0,1.0,0.0,1.0,0.0
思想,49.0,170.0,83.0,37.0,274.0,76.0,368.0,46.0,66.0,154.0
电子,109.0,71.0,83.0,26.0,282.0,467.0,106.0,5.0,164.0,26.0
帷幕,22.0,27.0,6.0,40.0,123.0,15.0,17.0,7.0,85.0,55.0
开支,56.0,77.0,44.0,9.0,150.0,16.0,45.0,10.0,5.0,8.0
工程师,8.0,47.0,50.0,2.0,196.0,311.0,26.0,0.0,40.0,11.0
困难,92.0,188.0,100.0,30.0,290.0,64.0,366.0,97.0,57.0,148.0
王室,15.0,1.0,0.0,14.0,158.0,39.0,3.0,0.0,3.0,0.0
夏令营,0.0,17.0,1.0,1.0,87.0,0.0,0.0,0.0,7.0,8.0
室友,0.0,0.0,44.0,0.0,97.0,1.0,0.0,7.0,0.0,1.0
例子,70.0,188.0,19.0,23.0,210.0,77.0,27.0,60.0,88.0,88.0
存期,4.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
组织,92.0,232.0,157.0,32.0,372.0,416.0,611.0,139.0,167.0,43.0
含金量,4.0,9.0,1.0,13.0,85.0,0.0,3.0,23.0,8.0,13.0
失业率,70.0,41.0,0.0,0.0,115.0,1.0,47.0,0.0,1.0,0.0
文理,0.0,0.0,0.0,0.0,67.0,1.0,23.0,0.0,0.0,4.0
医学,4.0,13.0,81.0,6.0,184.0,260.0,64.0,8.0,9.0,22.0
行李,1.0,2.0,86.0,7.0,133.0,3.0,8.0,6.0,4.0,22.0
平均分,1.0,0.0,2.0,0.0,66.0,0.0,2.0,1.0,6.0,20.0
俄语,0.0,0.0,0.0,0.0,96.0,7.0,2.0,0.0,3.0,1.0
启德,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0
科技,53.0,212.0,40.0,77.0,318.0,394.0,433.0,11.0,220.0,57.0
出勤率,0.0,0.0,0.0,1.0,58.0,0.0,0.0,9.0,0.0,0.0
原件,37.0,16.0,23.0,2.0,94.0,3.0,5.0,2.0,1.0,3.0
亚裔,1.0,0.0,1.0,3.0,79.0,4.0,1.0,0.0,2.0,6.0
副校长,1.0,6.0,64.0,1.0,88.0,6.0,17.0,1.0,0.0,0.0
饮食,3.0,6.0,36.0,26.0,130.0,81.0,25.0,2.0,26.0,22.0
价值观,15.0,50.0,6.0,11.0,110.0,1.0,25.0,3.0,13.0,90.0
体育,13.0,51.0,98.0,53.0,331.0,25.0,214.0,551.0,157.0,66.0
美金,35.0,31.0,4.0,23.0,176.0,4.0,80.0,117.0,30.0,63.0
发达国家,53.0,92.0,4.0,2.0,144.0,40.0,85.0,0.0,10.0,8.0
词汇,16.0,30.0,8.0,22.0,130.0,35.0,5.0,10.0,17.0,24.0
青少年,2.0,27.0,110.0,14.0,185.0,35.0,77.0,19.0,70.0,91.0
工薪阶层,13.0,26.0,3.0,1.0,77.0,0.0,4.0,0.0,0.0,1.0
语种,0.0,0.0,3.0,0.0,26.0,2.0,4.0,0.0,1.0,3.0
在校生,0.0,1.0,16.0,2.0,62.0,0.0,11.0,0.0,1.0,1.0
二年级,0.0,1.0,35.0,1.0,82.0,0.0,3.0,83.0,3.0,6.0
大臣,21.0,8.0,2.0,1.0,117.0,18.0,67.0,0.0,12.0,1.0
博士后,1.0,2.0,6.0,0.0,75.0,26.0,0.0,0.0,0.0,0.0
外籍,22.0,47.0,45.0,5.0,134.0,7.0,29.0,17.0,4.0,20.0
企业家,54.0,157.0,19.0,13.0,152.0,24.0,87.0,6.0,2.0,5.0
文学,6.0,30.0,26.0,6.0,116.0,17.0,4.0,0.0,19.0,125.0
印象,55.0,155.0,104.0,288.0,349.0,88.0,48.0,180.0,211.0,603.0
支票,16.0,8.0,19.0,7.0,124.0,1.0,16.0,4.0,4.0,17.0
担保人,40.0,2.0,4.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0
招聘会,1.0,15.0,25.0,0.0,85.0,0.0,5.0,0.0,0.0,0.0
劳工,5.0,2.0,2.0,0.0,84.0,6.0,36.0,1.0,3.0,0.0
AP,0.0,0.0,0.0,0.0,90.0,6.0,7.0,2.0,4.0,0.0
国会,27.0,8.0,3.0,2.0,115.0,27.0,105.0,0.0,4.0,4.0
国度,2.0,4.0,1.0,12.0,81.0,3.0,2.0,2.0,77.0,13.0
报纸,50.0,53.0,104.0,10.0,156.0,70.0,53.0,18.0,10.0,67.0
课题,16.0,106.0,11.0,11.0,129.0,66.0,62.0,6.0,8.0,13.0
部长,65.0,152.0,36.0,4.0,299.0,45.0,897.0,6.0,8.0,23.0
初中生,0.0,3.0,42.0,1.0,70.0,1.0,11.0,0.0,0.0,2.0
国人,18.0,44.0,10.0,21.0,112.0,15.0,15.0,11.0,32.0,37.0
岗位,58.0,63.0,82.0,0.0,146.0,14.0,192.0,3.0,11.0,21.0
列表,5.0,6.0,2.0,1.0,127.0,31.0,7.0,1.0,88.0,2.0
外教,0.0,0.0,3.0,1.0,61.0,0.0,0.0,17.0,0.0,2.0
房租,23.0,102.0,46.0,1.0,114.0,0.0,1.0,0.0,1.0,7.0
委员会,48.0,213.0,44.0,5.0,208.0,96.0,242.0,6.0,13.0,12.0
初三,1.0,1.0,55.0,0.0,86.0,0.0,2.0,4.0,1.0,5.0
考官,0.0,2.0,6.0,0.0,67.0,0.0,6.0,0.0,33.0,21.0
婚礼,152.0,9.0,217.0,71.0,395.0,24.0,17.0,10.0,35.0,150.0
首相,18.0,4.0,2.0,18.0,150.0,16.0,221.0,0.0,6.0,2.0
三年级,0.0,0.0,29.0,0.0,67.0,0.0,2.0,10.0,2.0,6.0
酒吧,2.0,20.0,94.0,30.0,127.0,18.0,14.0,10.0,28.0,58.0
事务,26.0,42.0,26.0,2.0,152.0,24.0,346.0,32.0,20.0,18.0
房东,19.0,169.0,127.0,0.0,170.0,1.0,0.0,0.0,7.0,8.0
科学家,9.0,9.0,29.0,3.0,199.0,4480.0,26.0,2.0,22.0,30.0
地球,13.0,52.0,2.0,16.0,92.0,4241.0,11.0,20.0,115.0,57.0
像素,1.0,18.0,0.0,1.0,3.0,1601.0,0.0,0.0,6.0,1.0
人类,31.0,119.0,47.0,48.0,195.0,2959.0,125.0,14.0,536.0,135.0
太空,2.0,3.0,7.0,20.0,29.0,1719.0,19.0,18.0,60.0,18.0
机身,2.0,0.0,4.0,1.0,0.0,1179.0,9.0,0.0,2.0,4.0
动物,15.0,13.0,195.0,105.0,120.0,2204.0,108.0,5.0,66.0,73.0
卫星,12.0,24.0,1.0,0.0,13.0,1936.0,85.0,1.0,19.0,15.0
功能,365.0,688.0,84.0,159.0,123.0,2401.0,153.0,26.0,1021.0,43.0
火星,0.0,4.0,7.0,2.0,18.0,1981.0,1.0,12.0,18.0,7.0
物质,22.0,66.0,60.0,38.0,66.0,1798.0,104.0,2.0,22.0,47.0
月球,1.0,12.0,0.0,6.0,20.0,1762.0,6.0,1.0,1.0,11.0
宇宙,4.0,9.0,1.0,9.0,38.0,1522.0,1.0,0.0,61.0,24.0
相机,17.0,55.0,56.0,24.0,34.0,1012.0,5.0,4.0,8.0,50.0
恒星,0.0,1.0,0.0,0.0,7.0,1329.0,0.0,0.0,1.0,0.0
行星,0.0,1.0,0.0,2.0,3.0,1069.0,0.0,0.0,19.0,1.0
宇航员,0.0,0.0,3.0,1.0,15.0,989.0,6.0,0.0,2.0,3.0
表面,73.0,109.0,32.0,55.0,54.0,1283.0,9.0,27.0,54.0,115.0
图像,14.0,4.0,25.0,3.0,25.0,839.0,3.0,2.0,85.0,13.0
图片,37.0,59.0,117.0,120.0,68.0,1118.0,34.0,13.0,166.0,77.0
太阳,4.0,40.0,17.0,23.0,52.0,1714.0,7.0,1125.0,25.0,33.0
轨道,26.0,255.0,35.0,6.0,19.0,1184.0,86.0,35.0,29.0,13.0
星系,0.0,0.0,0.0,0.0,1.0,1100.0,0.0,0.0,10.0,0.0
飞船,1.0,0.0,2.0,6.0,7.0,786.0,42.0,0.0,22.0,8.0
外观,23.0,37.0,17.0,41.0,13.0,634.0,13.0,2.0,62.0,16.0
天体,0.0,1.0,1.0,0.0,1.0,653.0,0.0,0.0,0.0,0.0
性能,13.0,42.0,12.0,41.0,8.0,704.0,47.0,1.0,124.0,10.0
温度,13.0,28.0,36.0,88.0,42.0,961.0,14.0,15.0,17.0,24.0
格式,8.0,14.0,4.0,3.0,36.0,670.0,7.0,0.0,25.0,11.0
数码,6.0,32.0,8.0,35.0,12.0,609.0,0.0,1.0,94.0,18.0
实验室,8.0,6.0,14.0,5.0,181.0,721.0,34.0,0.0,53.0,2.0
分辨率,1.0,0.0,0.0,0.0,0.0,444.0,5.0,0.0,43.0,4.0
生物,13.0,23.0,19.0,2.0,157.0,954.0,60.0,1.0,170.0,17.0
望远镜,1.0,1.0,8.0,1.0,3.0,623.0,3.0,1.0,8.0,3.0
杂志,66.0,135.0,63.0,324.0,273.0,882.0,43.0,21.0,297.0,213.0
海洋,6.0,53.0,17.0,52.0,29.0,902.0,105.0,0.0,49.0,10.0
气体,0.0,4.0,31.0,1.0,5.0,576.0,2.0,0.0,2.0,0.0
太阳系,0.0,0.0,0.0,0.0,2.0,584.0,0.0,0.0,2.0,0.0
能量,18.0,49.0,15.0,33.0,28.0,903.0,13.0,134.0,116.0,40.0
天文学家,0.0,0.0,0.0,0.0,2.0,464.0,0.0,0.0,3.0,0.0
直径,39.0,11.0,37.0,10.0,5.0,538.0,10.0,0.0,1.0,3.0
地面,9.0,148.0,164.0,13.0,38.0,776.0,66.0,18.0,133.0,46.0
编辑,55.0,83.0,23.0,204.0,44.0,604.0,14.0,6.0,126.0,59.0
屏幕,9.0,6.0,25.0,9.0,30.0,536.0,9.0,9.0,135.0,23.0
物种,0.0,3.0,15.0,2.0,11.0,600.0,3.0,0.0,12.0,6.0
航天飞机,0.0,1.0,0.0,0.0,0.0,656.0,8.0,0.0,1.0,0.0
大脑,5.0,1.0,41.0,1.0,43.0,872.0,1.0,16.0,30.0,18.0
音频,0.0,0.0,1.0,1.0,3.0,390.0,2.0,4.0,12.0,5.0
探测器,0.0,0.0,2.0,0.0,9.0,486.0,2.0,0.0,4.0,1.0
火山,1.0,1.0,0.0,4.0,17.0,782.0,3.0,4.0,9.0,4.0
岩石,5.0,20.0,9.0,0.0,7.0,525.0,4.0,2.0,11.0,3.0
粒子,0.0,0.0,0.0,1.0,13.0,646.0,4.0,0.0,11.0,0.0
小组,76.0,75.0,133.0,2.0,162.0,763.0,338.0,9.0,213.0,23.0
电池,0.0,53.0,14.0,2.0,11.0,461.0,2.0,4.0,4.0,3.0
陨石,0.0,1.0,0.0,0.0,1.0,685.0,0.0,0.0,8.0,3.0
用户,289.0,89.0,48.0,44.0,81.0,913.0,50.0,25.0,1491.0,11.0
机器人,1.0,1.0,5.0,4.0,47.0,1007.0,0.0,1.0,93.0,129.0
影像,22.0,30.0,21.0,15.0,20.0,557.0,13.0,1.0,41.0,188.0
化石,0.0,2.0,10.0,0.0,0.0,621.0,24.0,0.0,0.0,1.0
快门,2.0,1.0,3.0,3.0,2.0,323.0,0.0,0.0,0.0,3.0
黑洞,2.0,15.0,3.0,3.0,4.0,978.0,0.0,10.0,9.0,10.0
学家,1.0,5.0,5.0,1.0,17.0,315.0,0.0,2.0,5.0,3.0
基因,11.0,13.0,63.0,6.0,50.0,720.0,14.0,6.0,23.0,10.0
细胞,2.0,6.0,10.0,13.0,44.0,673.0,3.0,2.0,8.0,16.0
尺寸,16.0,21.0,10.0,63.0,15.0,387.0,7.0,3.0,34.0,3.0
天文,5.0,9.0,8.0,2.0,20.0,479.0,4.0,1.0,10.0,14.0
摄影师,9.0,27.0,15.0,76.0,20.0,550.0,2.0,18.0,5.0,200.0
物体,5.0,5.0,28.0,0.0,20.0,465.0,12.0,0.0,37.0,3.0
晨风,0.0,0.0,1.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0
大气层,0.0,0.0,0.0,0.0,2.0,366.0,12.0,0.0,3.0,1.0
镜头,8.0,32.0,56.0,134.0,41.0,794.0,17.0,182.0,60.0,1094.0
重量,39.0,10.0,37.0,11.0,30.0,391.0,24.0,0.0,17.0,17.0
小行星,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,17.0,0.0
体积,9.0,3.0,11.0,30.0,6.0,358.0,5.0,1.0,17.0,3.0
物理学家,1.0,2.0,0.0,0.0,13.0,321.0,0.0,0.0,3.0,0.0
空间站,0.0,0.0,0.0,0.0,0.0,454.0,3.0,0.0,7.0,1.0
设备,225.0,251.0,182.0,13.0,165.0,750.0,257.0,11.0,137.0,90.0
大小,199.0,101.0,90.0,75.0,79.0,613.0,29.0,26.0,82.0,58.0
装置,34.0,10.0,29.0,19.0,16.0,499.0,39.0,3.0,35.0,14.0
人体,18.0,8.0,66.0,51.0,58.0,613.0,35.0,3.0,13.0,36.0
机型,1.0,1.0,1.0,1.0,2.0,319.0,20.0,0.0,156.0,1.0
大气,5.0,20.0,4.0,42.0,4.0,408.0,6.0,2.0,8.0,19.0
显示屏,6.0,1.0,7.0,1.0,2.0,260.0,15.0,0.0,8.0,1.0
作者,138.0,212.0,136.0,14.0,167.0,620.0,10.0,10.0,169.0,277.0
燃料,8.0,7.0,5.0,0.0,12.0,405.0,31.0,2.0,3.0,0.0
细菌,2.0,0.0,16.0,2.0,10.0,456.0,5.0,1.0,2.0,1.0
外形,12.0,12.0,24.0,61.0,18.0,385.0,4.0,1.0,61.0,133.0
芯片,40.0,0.0,2.0,1.0,29.0,335.0,13.0,0.0,24.0,0.0
理论,132.0,192.0,66.0,28.0,234.0,847.0,326.0,55.0,57.0,52.0
恐龙,0.0,0.0,11.0,4.0,3.0,573.0,0.0,3.0,26.0,3.0
智能,18.0,48.0,6.0,3.0,25.0,344.0,4.0,0.0,74.0,13.0
外壳,5.0,0.0,10.0,3.0,2.0,274.0,2.0,1.0,11.0,7.0
传感器,0.0,1.0,0.0,1.0,3.0,261.0,2.0,0.0,7.0,0.0
仪器,5.0,12.0,12.0,2.0,28.0,315.0,13.0,0.0,9.0,7.0
研究成果,4.0,20.0,9.0,1.0,34.0,271.0,5.0,1.0,1.0,0.0
单反,0.0,1.0,0.0,1.0,0.0,230.0,0.0,0.0,1.0,0.0
音质,3.0,0.0,0.0,0.0,1.0,276.0,0.0,0.0,9.0,2.0
化学,12.0,8.0,34.0,7.0,144.0,435.0,46.0,12.0,8.0,15.0
考古学家,3.0,0.0,2.0,0.0,5.0,352.0,0.0,0.0,6.0,1.0
形状,30.0,30.0,22.0,62.0,24.0,366.0,1.0,1.0,18.0,7.0
摄像机,0.0,5.0,43.0,3.0,10.0,363.0,1.0,30.0,12.0,19.0
画质,0.0,0.0,0.0,1.0,1.0,216.0,0.0,0.0,52.0,8.0
磁场,0.0,7.0,1.0,2.0,4.0,326.0,1.0,0.0,1.0,6.0
液晶屏,0.0,1.0,0.0,0.0,0.0,187.0,1.0,0.0,0.0,1.0
距离,51.0,208.0,91.0,38.0,102.0,603.0,46.0,189.0,120.0,139.0
植物,9.0,31.0,31.0,21.0,52.0,552.0,14.0,0.0,97.0,7.0
碎片,4.0,3.0,47.0,3.0,4.0,407.0,6.0,3.0,101.0,6.0
光圈,0.0,4.0,0.0,2.0,0.0,184.0,0.0,0.0,16.0,1.0
骨骼,1.0,0.0,17.0,6.0,2.0,320.0,0.0,1.0,11.0,2.0
实验,2.0,4.0,4.0,4.0,28.0,296.0,1.0,3.0,10.0,6.0
木星,0.0,0.0,0.0,2.0,0.0,300.0,0.0,0.0,2.0,0.0
亮度,1.0,7.0,0.0,21.0,1.0,251.0,0.0,0.0,4.0,16.0
按键,1.0,2.0,3.0,0.0,9.0,269.0,2.0,1.0,86.0,4.0
对撞机,0.0,0.0,0.0,0.0,3.0,403.0,1.0,0.0,0.0,0.0
